Flight_ID,Route,Departure_Time,Arrival_Time,Aircraft_Type,Flight_Duration,Pilot_ID,Name,Rank,Certification,Age,Experience_Years,Rest_Hours,Fatigue_Score,Last_Flight_Time
FLY1616,Mumbai to Bangalore,2025-12-31 02:30,2025-12-31 04:09,B737,1h 39m,PLT5219,FO_39,First Officer,B737,29,8,23,4,2025-12-30 03:30
FLY1617,Ahmedabad to Kolkata,2025-12-31 13:15,2025-12-31 14:06,A320,0h 51m,PLT7271,FO_32,First Officer,A320,37,16,8,7,2025-12-31 05:15
FLY1618,Chennai to Pune,2025-12-31 05:30,2025-12-31 08:04,A320,2h 34m,PLT5565,Captain_46,Captain,A320,59,37,19,1,2025-12-30 10:30
FLY1619,Pune to Guwahati,2025-12-31 03:15,2025-12-31 05:52,B737,2h 37m,PLT8641,Captain_15,Captain,B737,49,27,17,2,2025-12-30 10:15
FLY1620,Pune to Chennai,2025-12-31 05:45,2025-12-31 08:12,B737,2h 27m,PLT7283,FO_11,First Officer,B737,35,14,21,2,2025-12-30 08:45
FLY1621,Goa to Kolkata,2025-12-31 03:00,2025-12-31 04:22,B737,1h 22m,PLT6838,FO_47,First Officer,B737,24,3,12,9,2025-12-30 15:00
FLY1622,Kolkata to Mumbai,2025-12-31 11:15,2025-12-31 14:09,A320,2h 54m,PLT5828,FO_6,First Officer,A320,24,3,8,8,2025-12-31 03:15
FLY1623,Pune to Goa,2025-12-31 09:45,2025-12-31 10:56,A320,1h 11m,PLT6927,Captain_15,Captain,A320,45,23,11,5,2025-12-30 22:45
FLY1624,Goa to Pune,2025-12-31 01:00,2025-12-31 03:41,A320,2h 41m,PLT8524,FO_17,First Officer,A320,32,11,22,3,2025-12-30 03:00
FLY1625,Guwahati to Bangalore,2025-12-31 17:15,2025-12-31 19:52,A320,2h 37m,PLT7848,Captain_6,Captain,A320,43,21,19,2,2025-12-30 22:15
FLY1626,Hyderabad to Chennai,2025-12-31 02:45,2025-12-31 04:23,A320,1h 38m,PLT8304,Captain_9,Captain,A320,47,25,21,1,2025-12-30 05:45
FLY1627,Guwahati to Pune,2025-12-31 12:45,2025-12-31 14:36,B737,1h 51m,PLT8235,FO_29,First Officer,B737,29,8,8,5,2025-12-31 04:45
FLY1628,Kolkata to Mumbai,2025-12-31 04:00,2025-12-31 06:09,B737,2h 9m,PLT6033,Captain_42,Captain,B737,50,28,8,7,2025-12-30 20:00
FLY1629,Hyderabad to Goa,2025-12-31 01:15,2025-12-31 03:44,B737,2h 29m,PLT6997,FO_43,First Officer,B737,32,11,16,3,2025-12-30 09:15
FLY1630,Guwahati to Delhi,2025-12-31 06:30,2025-12-31 08:13,A320,1h 43m,PLT7431,Captain_1,Captain,A320,41,19,21,4,2025-12-30 09:30
FLY1631,Delhi to Mumbai,2025-12-31 06:00,2025-12-31 08:09,A320,2h 9m,PLT8895,FO_42,First Officer,A320,28,7,11,7,2025-12-30 19:00
FLY1632,Ahmedabad to Kolkata,2025-12-31 10:00,2025-12-31 12:25,A320,2h 25m,PLT7417,Captain_16,Captain,A320,52,30,14,1,2025-12-30 20:00
FLY1633,Pune to Kolkata,2025-12-31 10:30,2025-12-31 12:35,A320,2h 5m,PLT8239,Captain_29,Captain,A320,55,33,9,5,2025-12-31 01:30
FLY1634,Pune to Chennai,2025-12-31 03:45,2025-12-31 04:35,A320,0h 50m,PLT5830,FO_33,First Officer,A320,31,10,18,4,2025-12-30 09:45
FLY1635,Chennai to Delhi,2025-12-31 03:15,2025-12-31 04:52,A320,1h 37m,PLT6542,Captain_12,Captain,A320,52,30,18,1,2025-12-30 09:15
FLY1636,Kolkata to Ahmedabad,2025-12-31 20:45,2025-12-31 23:04,B737,2h 19m,PLT6287,FO_11,First Officer,B737,26,5,22,1,2025-12-30 22:45
FLY1637,Delhi to Kolkata,2025-12-31 17:45,2025-12-31 20:26,A320,2h 41m,PLT8743,Captain_35,Captain,A320,46,24,18,3,2025-12-30 23:45
FLY1638,Mumbai to Hyderabad,2025-12-31 14:30,2025-12-31 17:06,B737,2h 36m,PLT8225,FO_13,First Officer,B737,35,14,8,9,2025-12-31 06:30
FLY1639,Kolkata to Goa,2025-12-31 12:15,2025-12-31 15:02,A320,2h 47m,PLT8136,FO_49,First Officer,A320,36,15,24,4,2025-12-30 12:15
FLY1640,Ahmedabad to Delhi,2025-12-31 05:45,2025-12-31 06:48,A320,1h 3m,PLT5268,Captain_12,Captain,A320,43,21,11,7,2025-12-30 18:45
FLY1641,Kolkata to Chennai,2025-12-31 06:15,2025-12-31 07:54,B737,1h 39m,PLT6722,FO_41,First Officer,B737,35,14,19,3,2025-12-30 11:15
FLY1642,Ahmedabad to Guwahati,2025-12-31 04:30,2025-12-31 05:55,B737,1h 25m,PLT8876,Captain_24,Captain,B737,57,35,15,3,2025-12-30 13:30
FLY1643,Delhi to Ahmedabad,2025-12-31 00:30,2025-12-31 02:45,A320,2h 15m,PLT7798,FO_48,First Officer,A320,26,5,19,1,2025-12-30 05:30
FLY1644,Goa to Delhi,2025-12-31 00:45,2025-12-31 02:09,A320,1h 24m,PLT6517,FO_7,First Officer,A320,25,4,23,2,2025-12-30 01:45
FLY1645,Kolkata to Pune,2025-12-31 06:30,2025-12-31 07:46,A320,1h 16m,PLT8890,Captain_6,Captain,A320,60,38,19,2,2025-12-30 11:30
FLY1646,Kolkata to Mumbai,2025-12-31 05:15,2025-12-31 07:31,A320,2h 16m,PLT6459,FO_16,First Officer,A320,36,15,10,6,2025-12-30 19:15
FLY1647,Guwahati to Goa,2025-12-31 08:45,2025-12-31 10:58,A320,2h 13m,PLT6301,FO_40,First Officer,A320,26,5,10,6,2025-12-30 22:45
FLY1648,Guwahati to Hyderabad,2025-12-31 06:45,2025-12-31 08:08,B737,1h 23m,PLT6853,Captain_14,Captain,B737,57,35,10,6,2025-12-30 20:45
FLY1649,Chennai to Kolkata,2025-12-31 13:15,2025-12-31 16:02,A320,2h 47m,PLT8188,Captain_28,Captain,A320,52,30,23,1,2025-12-30 14:15
FLY1650,Delhi to Chennai,2025-12-31 11:00,2025-12-31 13:22,B737,2h 22m,PLT7328,FO_27,First Officer,B737,36,15,9,9,2025-12-31 02:00
FLY1651,Chennai to Kolkata,2025-12-31 04:30,2025-12-31 07:16,B737,2h 46m,PLT6034,FO_27,First Officer,B737,28,7,11,6,2025-12-30 17:30
FLY1652,Goa to Ahmedabad,2025-12-31 20:00,2025-12-31 22:58,B737,2h 58m,PLT8069,FO_18,First Officer,B737,37,16,23,3,2025-12-30 21:00
FLY1653,Pune to Bangalore,2025-12-31 11:00,2025-12-31 12:17,A320,1h 17m,PLT8010,FO_43,First Officer,A320,39,18,10,8,2025-12-31 01:00
FLY1654,Ahmedabad to Bangalore,2025-12-31 05:30,2025-12-31 07:43,A320,2h 13m,PLT6355,Captain_43,Captain,A320,42,20,16,2,2025-12-30 13:30
FLY1655,Hyderabad to Chennai,2025-12-31 12:30,2025-12-31 14:02,B737,1h 32m,PLT7982,FO_21,First Officer,B737,37,16,8,8,2025-12-31 04:30
FLY1656,Kolkata to Ahmedabad,2025-12-31 17:15,2025-12-31 18:10,A320,0h 55m,PLT5899,FO_20,First Officer,A320,33,12,22,4,2025-12-30 19:15
FLY1657,Goa to Ahmedabad,2025-12-31 17:00,2025-12-31 18:12,B737,1h 12m,PLT5563,FO_41,First Officer,B737,33,12,18,3,2025-12-30 23:00
FLY1658,Goa to Chennai,2025-12-31 01:00,2025-12-31 02:06,A320,1h 6m,PLT7651,FO_37,First Officer,A320,39,18,20,3,2025-12-30 05:00
FLY1659,Mumbai to Delhi,2025-12-31 03:30,2025-12-31 04:16,B737,0h 46m,PLT5194,FO_14,First Officer,B737,34,13,21,1,2025-12-30 06:30
FLY1660,Chennai to Bangalore,2025-12-31 16:00,2025-12-31 18:23,B737,2h 23m,PLT8865,FO_47,First Officer,B737,26,5,8,5,2025-12-31 08:00
FLY1661,Chennai to Bangalore,2025-12-31 19:00,2025-12-31 21:32,A320,2h 32m,PLT8777,FO_10,First Officer,A320,36,15,9,5,2025-12-31 10:00
FLY1662,Guwahati to Pune,2025-12-31 20:00,2025-12-31 22:21,A320,2h 21m,PLT8933,FO_29,First Officer,A320,37,16,8,9,2025-12-31 12:00
FLY1663,Delhi to Bangalore,2025-12-31 09:45,2025-12-31 11:43,A320,1h 58m,PLT5793,Captain_3,Captain,A320,56,34,18,3,2025-12-30 15:45
FLY1664,Ahmedabad to Bangalore,2025-12-31 03:30,2025-12-31 06:16,B737,2h 46m,PLT7930,FO_6,First Officer,B737,35,14,12,6,2025-12-30 15:30
FLY1665,Guwahati to Pune,2025-12-31 03:45,2025-12-31 04:33,B737,0h 48m,PLT8589,FO_41,First Officer,B737,31,10,15,2,2025-12-30 12:45
FLY1666,Ahmedabad to Kolkata,2025-12-31 01:00,2025-12-31 02:23,A320,1h 23m,PLT5991,Captain_26,Captain,A320,58,36,13,4,2025-12-30 12:00
FLY1667,Bangalore to Ahmedabad,2025-12-31 10:45,2025-12-31 12:38,B737,1h 53m,PLT8056,Captain_50,Captain,B737,57,35,15,4,2025-12-30 19:45
FLY1668,Kolkata to Ahmedabad,2025-12-31 08:00,2025-12-31 10:02,B737,2h 2m,PLT6947,Captain_27,Captain,B737,45,23,13,4,2025-12-30 19:00
FLY1669,Pune to Ahmedabad,2025-12-31 08:00,2025-12-31 08:55,B737,0h 55m,PLT6691,Captain_7,Captain,B737,42,20,23,2,2025-12-30 09:00
FLY1670,Mumbai to Kolkata,2025-12-31 05:30,2025-12-31 08:11,A320,2h 41m,PLT6517,Captain_23,Captain,A320,47,25,23,3,2025-12-30 06:30
FLY1671,Guwahati to Chennai,2025-12-31 15:15,2025-12-31 16:43,B737,1h 28m,PLT6902,FO_20,First Officer,B737,29,8,20,4,2025-12-30 19:15
FLY1672,Chennai to Pune,2025-12-31 07:15,2025-12-31 08:36,A320,1h 21m,PLT8582,FO_37,First Officer,A320,33,12,14,3,2025-12-30 17:15
FLY1673,Ahmedabad to Kolkata,2025-12-31 03:45,2025-12-31 05:43,A320,1h 58m,PLT7628,FO_49,First Officer,A320,31,10,19,2,2025-12-30 08:45
FLY1674,Pune to Mumbai,2025-12-31 11:45,2025-12-31 14:18,A320,2h 33m,PLT5352,Captain_8,Captain,A320,45,23,20,4,2025-12-30 15:45
FLY1675,Chennai to Bangalore,2025-12-31 06:00,2025-12-31 07:27,B737,1h 27m,PLT6755,FO_50,First Officer,B737,25,4,8,8,2025-12-30 22:00
FLY1676,Delhi to Chennai,2025-12-31 10:15,2025-12-31 13:15,A320,3h 0m,PLT7087,FO_48,First Officer,A320,37,16,20,3,2025-12-30 14:15
FLY1677,Delhi to Mumbai,2025-12-31 01:15,2025-12-31 03:42,B737,2h 27m,PLT8486,FO_47,First Officer,B737,35,14,24,2,2025-12-30 01:15
FLY1678,Mumbai to Chennai,2025-12-31 18:45,2025-12-31 20:28,A320,1h 43m,PLT5942,Captain_39,Captain,A320,40,18,22,1,2025-12-30 20:45
FLY1679,Bangalore to Goa,2025-12-31 01:00,2025-12-31 02:19,A320,1h 19m,PLT6429,Captain_28,Captain,A320,50,28,9,5,2025-12-30 16:00
FLY1680,Chennai to Mumbai,2025-12-31 07:30,2025-12-31 08:58,B737,1h 28m,PLT5515,Captain_14,Captain,B737,55,33,23,1,2025-12-30 08:30
FLY1681,Bangalore to Kolkata,2025-12-31 01:30,2025-12-31 03:31,A320,2h 1m,PLT7976,FO_29,First Officer,A320,38,17,22,4,2025-12-30 03:30
FLY1682,Mumbai to Ahmedabad,2025-12-31 01:00,2025-12-31 02:49,B737,1h 49m,PLT7984,FO_15,First Officer,B737,24,3,16,2,2025-12-30 09:00
FLY1683,Kolkata to Guwahati,2025-12-31 11:45,2025-12-31 14:03,B737,2h 18m,PLT7024,FO_15,First Officer,B737,27,6,10,6,2025-12-31 01:45
FLY1684,Pune to Goa,2025-12-31 04:30,2025-12-31 05:18,B737,0h 48m,PLT6533,Captain_36,Captain,B737,41,19,18,2,2025-12-30 10:30
FLY1685,Goa to Kolkata,2025-12-31 12:30,2025-12-31 13:53,A320,1h 23m,PLT6977,FO_47,First Officer,A320,31,10,19,2,2025-12-30 17:30
FLY1686,Pune to Delhi,2025-12-31 02:00,2025-12-31 03:35,B737,1h 35m,PLT8515,Captain_22,Captain,B737,56,34,15,3,2025-12-30 11:00
FLY1687,Bangalore to Ahmedabad,2025-12-31 04:45,2025-12-31 07:31,B737,2h 46m,PLT6489,FO_19,First Officer,B737,33,12,17,2,2025-12-30 11:45
FLY1688,Guwahati to Ahmedabad,2025-12-31 03:45,2025-12-31 06:05,B737,2h 20m,PLT5342,Captain_46,Captain,B737,55,33,11,9,2025-12-30 16:45
FLY1689,Bangalore to Hyderabad,2025-12-31 16:45,2025-12-31 18:18,B737,1h 33m,PLT8973,FO_21,First Officer,B737,27,6,12,5,2025-12-31 04:45
FLY1690,Hyderabad to Guwahati,2025-12-31 12:30,2025-12-31 14:56,A320,2h 26m,PLT6150,Captain_28,Captain,A320,45,23,12,7,2025-12-31 00:30
FLY1691,Chennai to Mumbai,2025-12-31 09:30,2025-12-31 11:52,A320,2h 22m,PLT8796,FO_6,First Officer,A320,30,9,19,2,2025-12-30 14:30
FLY1692,Hyderabad to Delhi,2025-12-31 17:30,2025-12-31 18:23,B737,0h 53m,PLT5028,Captain_15,Captain,B737,52,30,14,2,2025-12-31 03:30
FLY1693,Pune to Kolkata,2025-12-31 08:15,2025-12-31 10:37,B737,2h 22m,PLT5261,FO_14,First Officer,B737,25,4,15,1,2025-12-30 17:15
FLY1694,Delhi to Pune,2025-12-31 00:00,2025-12-31 00:48,A320,0h 48m,PLT7063,Captain_35,Captain,A320,53,31,11,8,2025-12-30 13:00
FLY1695,Chennai to Delhi,2025-12-31 08:00,2025-12-31 09:16,B737,1h 16m,PLT5411,Captain_34,Captain,B737,45,23,24,1,2025-12-30 08:00
FLY1696,Bangalore to Mumbai,2025-12-31 13:30,2025-12-31 15:06,A320,1h 36m,PLT8862,FO_25,First Officer,A320,31,10,16,2,2025-12-30 21:30
FLY1697,Kolkata to Hyderabad,2025-12-31 08:15,2025-12-31 09:26,B737,1h 11m,PLT7808,Captain_9,Captain,B737,57,35,22,1,2025-12-30 10:15
FLY1698,Mumbai to Kolkata,2025-12-31 06:30,2025-12-31 08:27,B737,1h 57m,PLT6646,Captain_32,Captain,B737,59,37,19,2,2025-12-30 11:30
FLY1699,Ahmedabad to Chennai,2025-12-31 03:00,2025-12-31 04:07,B737,1h 7m,PLT6789,FO_7,First Officer,B737,29,8,19,2,2025-12-30 08:00
FLY1700,Guwahati to Mumbai,2025-12-31 17:30,2025-12-31 19:49,B737,2h 19m,PLT6595,FO_44,First Officer,B737,37,16,8,6,2025-12-31 09:30
FLY1701,Hyderabad to Delhi,2025-12-31 20:15,2025-12-31 22:07,A320,1h 52m,PLT7535,Captain_42,Captain,A320,40,18,19,3,2025-12-31 01:15
FLY1702,Bangalore to Ahmedabad,2025-12-31 03:30,2025-12-31 06:07,B737,2h 37m,PLT8452,Captain_29,Captain,B737,45,23,8,8,2025-12-30 19:30
FLY1703,Bangalore to Hyderabad,2025-12-31 05:45,2025-12-31 07:51,A320,2h 6m,PLT8940,FO_28,First Officer,A320,32,11,9,8,2025-12-30 20:45
FLY1704,Hyderabad to Kolkata,2025-12-31 17:30,2025-12-31 20:03,A320,2h 33m,PLT5475,Captain_5,Captain,A320,60,38,15,4,2025-12-31 02:30
FLY1705,Bangalore to Hyderabad,2025-12-31 14:45,2025-12-31 15:37,B737,0h 52m,PLT5814,FO_3,First Officer,B737,32,11,19,2,2025-12-30 19:45
FLY1706,Chennai to Delhi,2025-12-31 06:00,2025-12-31 08:03,A320,2h 3m,PLT8867,Captain_41,Captain,A320,57,35,13,1,2025-12-30 17:00
FLY1707,Kolkata to Ahmedabad,2025-12-31 12:00,2025-12-31 14:56,B737,2h 56m,PLT6733,Captain_32,Captain,B737,51,29,17,3,2025-12-30 19:00
FLY1708,Kolkata to Guwahati,2025-12-31 03:45,2025-12-31 05:08,A320,1h 23m,PLT5535,Captain_45,Captain,A320,53,31,23,3,2025-12-30 04:45
FLY1709,Kolkata to Hyderabad,2025-12-31 12:15,2025-12-31 13:28,A320,1h 13m,PLT8860,FO_29,First Officer,A320,31,10,19,2,2025-12-30 17:15
FLY1710,Chennai to Guwahati,2025-12-31 19:45,2025-12-31 20:45,A320,1h 0m,PLT6689,Captain_32,Captain,A320,48,26,19,1,2025-12-31 00:45
FLY1711,Hyderabad to Pune,2025-12-31 11:00,2025-12-31 13:18,A320,2h 18m,PLT8970,FO_50,First Officer,A320,26,5,24,2,2025-12-30 11:00
FLY1712,Pune to Mumbai,2025-12-31 14:15,2025-12-31 15:20,A320,1h 5m,PLT5181,Captain_13,Captain,A320,41,19,18,3,2025-12-30 20:15
FLY1713,Ahmedabad to Chennai,2025-12-31 16:00,2025-12-31 18:55,A320,2h 55m,PLT8638,FO_38,First Officer,A320,25,4,10,8,2025-12-31 06:00
FLY1714,Delhi to Bangalore,2025-12-31 01:00,2025-12-31 02:42,B737,1h 42m,PLT5628,Captain_27,Captain,B737,52,30,8,5,2025-12-30 17:00
FLY1715,Chennai to Ahmedabad,2025-12-31 20:30,2025-12-31 21:36,A320,1h 6m,PLT6892,Captain_18,Captain,A320,50,28,12,6,2025-12-31 08:30
FLY1716,Chennai to Hyderabad,2025-12-31 18:45,2025-12-31 21:38,A320,2h 53m,PLT5744,Captain_30,Captain,A320,53,31,13,1,2025-12-31 05:45
FLY1717,Pune to Delhi,2025-12-31 11:30,2025-12-31 13:03,A320,1h 33m,PLT6976,FO_45,First Officer,A320,38,17,12,8,2025-12-30 23:30
FLY1718,Chennai to Guwahati,2025-12-31 14:00,2025-12-31 15:24,A320,1h 24m,PLT7234,FO_43,First Officer,A320,37,16,11,5,2025-12-31 03:00
FLY1719,Goa to Hyderabad,2025-12-31 16:30,2025-12-31 17:26,B737,0h 56m,PLT7931,FO_38,First Officer,B737,31,10,20,1,2025-12-30 20:30
FLY1720,Kolkata to Bangalore,2025-12-31 04:00,2025-12-31 06:27,A320,2h 27m,PLT7104,Captain_20,Captain,A320,43,21,23,3,2025-12-30 05:00
FLY1721,Hyderabad to Goa,2025-12-31 00:45,2025-12-31 03:03,A320,2h 18m,PLT5265,Captain_11,Captain,A320,44,22,24,2,2025-12-30 00:45
FLY1722,Guwahati to Pune,2025-12-31 01:45,2025-12-31 04:31,A320,2h 46m,PLT5523,FO_12,First Officer,A320,33,12,21,4,2025-12-30 04:45
FLY1723,Pune to Chennai,2025-12-31 12:00,2025-12-31 14:27,A320,2h 27m,PLT5782,FO_9,First Officer,A320,31,10,13,1,2025-12-30 23:00
FLY1724,Mumbai to Chennai,2025-12-31 15:00,2025-12-31 16:26,A320,1h 26m,PLT5294,FO_15,First Officer,A320,28,7,24,2,2025-12-30 15:00
FLY1725,Chennai to Bangalore,2025-12-31 06:45,2025-12-31 09:25,A320,2h 40m,PLT6147,Captain_8,Captain,A320,58,36,21,4,2025-12-30 09:45
FLY1726,Goa to Guwahati,2025-12-31 01:15,2025-12-31 02:59,B737,1h 44m,PLT6352,Captain_25,Captain,B737,55,33,8,9,2025-12-30 17:15
FLY1727,Hyderabad to Pune,2025-12-31 16:00,2025-12-31 18:13,B737,2h 13m,PLT7405,Captain_47,Captain,B737,56,34,10,8,2025-12-31 06:00
FLY1728,Bangalore to Kolkata,2025-12-31 12:15,2025-12-31 15:13,B737,2h 58m,PLT6479,FO_1,First Officer,B737,26,5,15,4,2025-12-30 21:15
FLY1729,Goa to Ahmedabad,2025-12-31 16:45,2025-12-31 19:43,B737,2h 58m,PLT5311,FO_7,First Officer,B737,37,16,13,4,2025-12-31 03:45
FLY1730,Bangalore to Pune,2025-12-31 19:30,2025-12-31 21:33,A320,2h 3m,PLT6596,Captain_13,Captain,A320,51,29,15,1,2025-12-31 04:30
FLY1731,Delhi to Kolkata,2025-12-31 19:45,2025-12-31 22:15,B737,2h 30m,PLT6296,FO_8,First Officer,B737,26,5,21,2,2025-12-30 22:45
FLY1732,Ahmedabad to Mumbai,2025-12-31 10:45,2025-12-31 13:04,A320,2h 19m,PLT6200,FO_29,First Officer,A320,30,9,17,4,2025-12-30 17:45
FLY1733,Delhi to Mumbai,2025-12-31 13:15,2025-12-31 15:09,A320,1h 54m,PLT7933,Captain_26,Captain,A320,59,37,11,7,2025-12-31 02:15
FLY1734,Bangalore to Guwahati,2025-12-31 20:45,2025-12-31 23:18,A320,2h 33m,PLT7893,FO_15,First Officer,A320,26,5,15,1,2025-12-31 05:45
FLY1735,Delhi to Mumbai,2025-12-31 15:45,2025-12-31 17:58,A320,2h 13m,PLT7604,Captain_5,Captain,A320,57,35,17,1,2025-12-30 22:45
FLY1736,Goa to Delhi,2025-12-31 05:15,2025-12-31 07:00,A320,1h 45m,PLT6798,Captain_37,Captain,A320,57,35,10,7,2025-12-30 19:15
FLY1737,Delhi to Ahmedabad,2025-12-31 20:00,2025-12-31 20:52,A320,0h 52m,PLT6886,FO_40,First Officer,A320,29,8,16,3,2025-12-31 04:00
FLY1738,Bangalore to Kolkata,2025-12-31 00:00,2025-12-31 01:51,B737,1h 51m,PLT6965,Captain_20,Captain,B737,60,38,9,5,2025-12-30 15:00
FLY1739,Bangalore to Chennai,2025-12-31 07:45,2025-12-31 09:01,A320,1h 16m,PLT7359,Captain_24,Captain,A320,60,38,14,1,2025-12-30 17:45
FLY1740,Mumbai to Kolkata,2025-12-31 15:45,2025-12-31 17:51,A320,2h 6m,PLT5389,Captain_29,Captain,A320,55,33,19,1,2025-12-30 20:45
FLY1741,Bangalore to Guwahati,2025-12-31 03:45,2025-12-31 05:38,B737,1h 53m,PLT7301,Captain_17,Captain,B737,43,21,20,1,2025-12-30 07:45
FLY1742,Mumbai to Kolkata,2025-12-31 04:45,2025-12-31 06:08,B737,1h 23m,PLT7012,FO_3,First Officer,B737,26,5,12,5,2025-12-30 16:45
FLY1743,Guwahati to Mumbai,2025-12-31 14:45,2025-12-31 17:18,B737,2h 33m,PLT5757,Captain_23,Captain,B737,47,25,22,1,2025-12-30 16:45
FLY1744,Delhi to Ahmedabad,2025-12-31 11:15,2025-12-31 13:17,B737,2h 2m,PLT7087,FO_33,First Officer,B737,33,12,8,5,2025-12-31 03:15
FLY1745,Pune to Bangalore,2025-12-31 14:00,2025-12-31 15:31,B737,1h 31m,PLT6233,FO_17,First Officer,B737,27,6,15,3,2025-12-30 23:00
FLY1746,Chennai to Bangalore,2025-12-31 12:45,2025-12-31 14:03,A320,1h 18m,PLT5413,FO_41,First Officer,A320,36,15,19,2,2025-12-30 17:45
FLY1747,Chennai to Goa,2025-12-31 19:15,2025-12-31 21:06,A320,1h 51m,PLT8786,FO_35,First Officer,A320,28,7,11,6,2025-12-31 08:15
FLY1748,Hyderabad to Bangalore,2025-12-31 20:00,2025-12-31 22:18,A320,2h 18m,PLT5931,FO_50,First Officer,A320,38,17,15,3,2025-12-31 05:00
FLY1749,Goa to Hyderabad,2025-12-31 12:00,2025-12-31 13:25,A320,1h 25m,PLT7948,Captain_19,Captain,A320,41,19,15,1,2025-12-30 21:00
FLY1750,Guwahati to Mumbai,2025-12-31 11:45,2025-12-31 14:26,B737,2h 41m,PLT7832,Captain_41,Captain,B737,58,36,21,4,2025-12-30 14:45
FLY1751,Bangalore to Mumbai,2025-12-31 08:30,2025-12-31 10:44,A320,2h 14m,PLT5215,FO_3,First Officer,A320,33,12,16,1,2025-12-30 16:30
FLY1752,Hyderabad to Mumbai,2025-12-31 20:45,2025-12-31 22:54,B737,2h 9m,PLT7380,FO_2,First Officer,B737,28,7,22,4,2025-12-30 22:45
FLY1753,Guwahati to Delhi,2025-12-31 11:30,2025-12-31 13:33,B737,2h 3m,PLT7007,Captain_9,Captain,B737,54,32,11,9,2025-12-31 00:30
FLY1754,Ahmedabad to Chennai,2025-12-31 14:45,2025-12-31 15:58,A320,1h 13m,PLT7301,FO_34,First Officer,A320,30,9,15,2,2025-12-30 23:45
FLY1755,Pune to Hyderabad,2025-12-31 06:45,2025-12-31 08:40,A320,1h 55m,PLT6734,FO_50,First Officer,A320,29,8,11,5,2025-12-30 19:45
FLY1756,Bangalore to Pune,2025-12-31 19:15,2025-12-31 20:55,B737,1h 40m,PLT7278,Captain_28,Captain,B737,49,27,15,2,2025-12-31 04:15
FLY1757,Pune to Hyderabad,2025-12-31 06:15,2025-12-31 07:51,B737,1h 36m,PLT7328,Captain_15,Captain,B737,53,31,18,4,2025-12-30 12:15
FLY1758,Pune to Kolkata,2025-12-31 05:00,2025-12-31 07:18,B737,2h 18m,PLT7683,FO_17,First Officer,B737,30,9,9,9,2025-12-30 20:00
FLY1759,Bangalore to Kolkata,2025-12-31 05:15,2025-12-31 06:21,B737,1h 6m,PLT5447,FO_50,First Officer,B737,28,7,22,4,2025-12-30 07:15
FLY1760,Chennai to Kolkata,2025-12-31 05:15,2025-12-31 07:32,A320,2h 17m,PLT6217,Captain_27,Captain,A320,51,29,12,6,2025-12-30 17:15
FLY1761,Kolkata to Ahmedabad,2025-12-31 11:45,2025-12-31 14:34,B737,2h 49m,PLT8470,FO_36,First Officer,B737,39,18,13,2,2025-12-30 22:45
FLY1762,Delhi to Goa,2025-12-31 07:00,2025-12-31 08:09,B737,1h 9m,PLT6559,Captain_41,Captain,B737,60,38,18,4,2025-12-30 13:00
FLY1763,Mumbai to Bangalore,2025-12-31 06:30,2025-12-31 07:38,A320,1h 8m,PLT5487,Captain_18,Captain,A320,53,31,12,9,2025-12-30 18:30
FLY1764,Guwahati to Goa,2025-12-31 12:45,2025-12-31 15:28,A320,2h 43m,PLT5669,Captain_34,Captain,A320,57,35,11,9,2025-12-31 01:45
FLY1765,Delhi to Goa,2025-12-31 17:30,2025-12-31 19:06,A320,1h 36m,PLT6207,FO_29,First Officer,A320,36,15,18,1,2025-12-30 23:30
FLY1766,Chennai to Ahmedabad,2025-12-31 07:00,2025-12-31 08:27,B737,1h 27m,PLT6750,FO_33,First Officer,B737,30,9,24,2,2025-12-30 07:00
FLY1767,Bangalore to Pune,2025-12-31 12:15,2025-12-31 15:11,B737,2h 56m,PLT5380,Captain_26,Captain,B737,48,26,12,5,2025-12-31 00:15
FLY1768,Chennai to Mumbai,2025-12-31 07:15,2025-12-31 08:11,A320,0h 56m,PLT5823,FO_2,First Officer,A320,28,7,9,5,2025-12-30 22:15
FLY1769,Guwahati to Ahmedabad,2025-12-31 02:45,2025-12-31 04:17,B737,1h 32m,PLT5420,FO_48,First Officer,B737,29,8,18,1,2025-12-30 08:45
FLY1770,Goa to Chennai,2025-12-31 06:15,2025-12-31 07:29,A320,1h 14m,PLT5672,Captain_33,Captain,A320,45,23,22,3,2025-12-30 08:15
FLY1771,Kolkata to Ahmedabad,2025-12-31 13:45,2025-12-31 15:10,B737,1h 25m,PLT6162,Captain_8,Captain,B737,40,18,20,1,2025-12-30 17:45
FLY1772,Guwahati to Kolkata,2025-12-31 04:00,2025-12-31 05:20,A320,1h 20m,PLT7490,Captain_49,Captain,A320,43,21,8,9,2025-12-30 20:00
FLY1773,Kolkata to Goa,2025-12-31 07:30,2025-12-31 10:29,B737,2h 59m,PLT5779,Captain_17,Captain,B737,42,20,18,2,2025-12-30 13:30
FLY1774,Bangalore to Hyderabad,2025-12-31 07:30,2025-12-31 08:39,A320,1h 9m,PLT8362,Captain_39,Captain,A320,41,19,15,2,2025-12-30 16:30
FLY1775,Delhi to Mumbai,2025-12-31 11:30,2025-12-31 13:01,B737,1h 31m,PLT6644,FO_7,First Officer,B737,31,10,12,9,2025-12-30 23:30
